dataset_id,run_id,algo,ami,n_clusters,dbcv_status,noise_fraction,status,dbcv,s_dbw
img_mnist_digits_2k,23861655ac34,KMeans,0.2229062584642229,3,ok,0.0,ok,-0.4320780413062124,-1.0172319829841279
img_mnist_digits_2k,a042255d7a7d,KMeans,0.2675576387172529,5,ok,0.0,ok,-0.5801908246502399,-0.9685161953777873
img_mnist_digits_2k,47980bf71ea8,KMeans,0.3678449391442744,7,ok,0.0,ok,-0.43500995687856314,-0.9733217952552846
img_mnist_digits_2k,79d9b0fb5f02,KMeans,0.3948750955437404,10,ok,0.0,ok,-0.4971450351292696,-0.9294450507703851
img_mnist_digits_2k,e511e76239fe,KMeans,0.4692989978047713,15,ok,0.0,ok,-0.4251304566647136,-0.919701875112841
img_mnist_digits_2k,7741c3e44852,KMeans,0.5023469641928444,20,ok,0.0,ok,-0.36586013643732335,-0.8983546788790512
img_mnist_digits_2k,b2d6bf5f391d,KMeans,0.5134401950186279,30,ok,0.0,ok,-0.3623868252006705,-0.8718534994220548
img_mnist_digits_2k,3964e1ccb548,GaussianMixture,0.3143792415076032,2,ok,0.0,ok,-0.5142916008707014,-0.9428933249021461
img_mnist_digits_2k,4c077151b389,GaussianMixture,0.3826579965697846,3,ok,0.0,ok,-0.4560543649799685,-0.9481063219734799
img_mnist_digits_2k,f292f2a1db5b,GaussianMixture,0.4462260897434892,5,ok,0.0,ok,-0.405314810341368,-0.9798797801270623
img_mnist_digits_2k,a4dbad06fd4e,GaussianMixture,0.5856421177561831,7,ok,0.0,ok,-0.413084185937307,-0.9698870825420575
img_mnist_digits_2k,8eecd2798818,GaussianMixture,0.4704898827086629,10,ok,0.0,ok,-0.4650484350080511,-0.9603710070622231
img_mnist_digits_2k,4d9c9acccd21,GaussianMixture,0.442223408205932,15,ok,0.0,ok,-0.4502971108691751,-0.9198424644116409
img_mnist_digits_2k,9381fbddb6c5,GaussianMixture,0.4566947418594814,20,ok,0.0,ok,-0.40272040392793845,-0.9075712602022272
img_mnist_digits_2k,8ec393598948,GaussianMixture,0.1860846466810349,2,ok,0.0,ok,-0.6089810670053829,-0.6649272749903602
img_mnist_digits_2k,77e145ffcc55,GaussianMixture,0.2474411757480432,3,ok,0.0,ok,-0.4901120089740321,-0.8192524132428788
img_mnist_digits_2k,632568e85407,GaussianMixture,0.2779014580539557,5,ok,0.0,ok,-0.4625978590050965,-0.877066546239722
img_mnist_digits_2k,fa9612cfa871,GaussianMixture,0.3808243514995846,7,ok,0.0,ok,-0.4913494647895333,-0.7661254955301439
img_mnist_digits_2k,3d72e70b09e3,GaussianMixture,0.3952620629191187,10,ok,0.0,ok,-0.408122507466619,-0.8213408757108427
img_mnist_digits_2k,45c510f16843,GaussianMixture,0.4566159750728012,15,ok,0.0,ok,-0.36387240939828824,-0.8729522026556142
img_mnist_digits_2k,27a2752a569f,GaussianMixture,0.4649553251784862,20,ok,0.0,ok,-0.32291879405687995,-0.8641627269000808
img_mnist_digits_2k,4ec824c366d4,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,4555573328fc,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,0f46e0814abc,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,759f97a6695c,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,9cd81f07f9eb,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,bb5d6442dae0,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,c610648f3a0b,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,d9a6e957a479,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
