seed,graph_id,metaivm_regret,modularity_regret,coverage_regret,ncut_regret,conductance_regret,random_regret,metaivm_rho,modularity_rho,coverage_rho,ncut_rho,conductance_rho
3,sbm_5c_80_moderate_s0,1.1102230246251565e-16,1.1102230246251565e-16,0.9665880216208672,0.9665880216208672,0.9665880216208672,0.0,0.9609748898590789,0.9619477117632055,-0.417555501580545,-0.417555501580545,-0.380806760853466
3,sbm_2c_200_mixed_s2,0.0,0.0,1.0,1.0,1.0,0.3308639350982632,0.987426326129666,0.9984282907662082,0.0035363457760314338,0.0035363457760314338,0.0027504911591355596
3,sbm_imb_hard_s0,0.0,0.19862175734477683,0.3396511219467875,0.3396511219467875,0.3396511219467875,0.218466940540945,0.5189083820662768,0.45185185185185184,-0.5134502923976608,-0.5134502923976608,-0.549317738791423
3,sbm_5c_200_clear_s0,0.01565200076760298,0.0,0.5256490123859682,0.5256490123859682,0.2081243315314787,0.0,0.9034296028880866,0.9307924057949025,-0.453971119133574,-0.453971119133574,-0.39854606213359045
3,sbm_2c_200_mixed_s0,0.0,0.0,1.0,1.0,1.0,0.3359449271872247,0.9889328063241107,0.9984189723320158,-0.16363636363636364,-0.16363636363636364,-0.13517786561264822
3,sbm_5c_80_moderate_s2,0.0,0.0,1.0,1.0,1.0,0.0,0.9756385068762278,0.979044383048281,-0.40432220039292727,-0.40432220039292727,-0.3953004331715548
4,sbm_3c_300_moderate_s0,0.0,0.0,1.0,1.0,1.0,1.0,0.999128160418483,0.9554800272923413,-0.17000871839581516,-0.17000871839581516,-0.16188919239713032
4,sbm_imb_hard_s2,0.07599837998691072,0.3390682308339949,0.5106223644995059,0.5106223644995059,0.5106223644995059,0.5106223644995059,0.8253411306042885,0.5001949317738791,-0.35282651072124754,-0.35282651072124754,-0.34035087719298246
4,lfr_300_med_mix_s1,0.08462879808137957,0.0,0.8847644641396305,0.8847644641396305,0.8847644641396305,0.8847644641396305,0.8441860465116279,0.9899224806201551,-0.38527131782945734,-0.38527131782945734,-0.33410852713178296
4,sbm_3c_100_mixed_s2,0.042440134487092274,0.012754944614024155,0.9490092621965739,0.9490092621965739,0.9490092621965739,0.9490092621965739,0.984336990982865,0.9836001561889888,-0.18391253416634132,-0.18391253416634132,-0.15657946114798907
4,sbm_5c_80_hard_s2,0.029143988333652948,0.1376530146309911,0.21570804532512816,0.21570804532512816,0.21570804532512816,0.21570804532512816,0.8463937621832358,0.26549707602339184,-0.9461988304093567,-0.9461988304093567,-0.932943469785575
4,sbm_8c_50_hard_s2,0.0,0.17615457855746958,0.2847334659965323,0.2847334659965323,0.2847334659965323,0.2847334659965323,0.9680311890838207,0.6038986354775827,-0.8573099415204679,-0.8573099415204679,-0.9274853801169591
4,sbm_5c_200_moderate_s0,0.0,0.0020055523973322442,0.9746242791011737,0.9746242791011737,0.9746242791011737,0.9746242791011737,0.9773705667877914,0.9922027290448343,-0.3546626128583243,-0.3546626128583243,-0.34470657703327806
4,sbm_8c_50_moderate_s2,0.005881261089391576,0.005881588940656268,0.9822832233611218,0.9822832233611218,0.9822832233611218,0.9822832233611218,0.9828057835091831,0.9708927710162668,-0.6631404581179347,-0.6631404581179347,-0.6420476748729972
4,lfr_300_high_mix_s1,0.12751577613966564,0.12751577613966564,0.23834082548530605,0.23834082548530605,0.23834082548530605,0.23834082548530605,0.48382066276803115,0.4627680311890838,-0.8962962962962963,-0.8962962962962963,-0.887719298245614
4,sbm_3c_30_hard_s2,0.12981487712675743,0.12981487712675743,0.825683048597137,0.825683048597137,0.825683048597137,0.825683048597137,0.9251461988304095,0.9345029239766082,-0.18674463937621832,-0.18674463937621832,-0.2
4,sbm_5c_80_clear_s0,0.0,0.0,0.4226887070741414,0.4226887070741414,0.4226887070741414,0.0,1.0,0.762059964653478,0.09291338582677165,0.09291338582677165,0.06965077084606393
4,sbm_2c_200_clear_s0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989583333333331,0.9989583333333331,0.9989583333333331,0.9989583333333331,0.9979166666666665
4,sbm_imb_extreme_s2,0.14288762403686595,0.36800355001333185,0.9283148056622816,0.9283148056622816,0.9283148056622816,0.9283148056622816,0.9225995742721862,0.794493989918573,-0.06165180302442807,-0.06165180302442807,-0.05932531989143078
4,sbm_3c_100_moderate_s2,0.0,0.0,1.0,1.0,1.0,1.0,0.9982563208369658,0.974828177242014,-0.16913687881429812,-0.16913687881429812,-0.17175239755884913
4,sbm_10c_30_moderate_s1,0.006321850427780551,0.006321850427780551,0.9809343473489801,0.9809343473489801,0.9809343473489801,0.9809343473489801,0.9563182527301093,0.9898595943837755,-0.695804997258689,-0.695804997258689,-0.6333853354134166
4,sbm_10c_30_clear_s2,0.0,0.0,0.6629306311024705,0.6629306311024705,0.2095399453597916,0.031037315872655014,0.9643564356435643,0.9740158182549362,-0.7920792079207921,-0.7920792079207921,-0.6828551724163029
