dataset_id,algo,hyperparams_json,run_id,ami,silhouette,calinski_harabasz,davies_bouldin,n_clusters_found,noise_fraction,runtime_sec,ch_adjusted,ari,nmi,v_measure
openml_1050,AgglomerativeClustering,"{""linkage"": ""complete"", ""n_clusters"": 7}",ccd2d07c7a4a,-0.0039142222663175,0.7610825300216675,186.77427428171416,0.3274945241206731,7,0.0,0.0383169651031494,,-0.010778850047085415,0.0036561032347232807,0.0036561032347232807
openml_1050,AgglomerativeClustering,"{""linkage"": ""complete"", ""n_clusters"": 10}",92f60358ba37,0.0033516033942214,0.4587076604366302,209.7890961967845,0.7852815346716657,10,0.0,0.0251252651214599,,0.05376634926469212,0.01062228610499782,0.01062228610499782
openml_1050,AgglomerativeClustering,"{""linkage"": ""complete"", ""n_clusters"": 15}",646357d2ae16,0.0051642419870884,0.3545801639556885,176.61814946974138,0.7514304334867727,15,0.0,0.0293719768524169,,0.019397616100652066,0.01419078988309994,0.01419078988309994
openml_1050,AgglomerativeClustering,"{""linkage"": ""complete"", ""n_clusters"": 20}",5773d7049286,0.0101722540161467,0.3317067921161651,144.35186816549106,0.7370440321362336,20,0.0,0.0271461009979248,,0.01762979490214891,0.022085751736947108,0.02208575173694711
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 2}",a81f368f51bb,-0.0008495979032799,0.9469788670539856,491.8412965634704,0.0358018251142326,2,0.0,0.0250830650329589,0.9999999993476876,-0.0011286990268710901,0.000411906508216047,0.000411906508216047
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 3}",70969dd2d720,-0.0015322793088125,0.8832396864891052,376.92432058601395,0.3535266050299084,3,0.0,0.0299048423767089,0.8328223724516123,-0.0033502624326727415,0.0012014652884470172,0.0012014652884470172
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 5}",34b50b92b183,-0.0032534161705483,0.816365659236908,214.11048707239607,0.0888524113207775,5,0.0,0.0268239974975585,,-0.004446656440823487,0.0015741011744841876,0.0015741011744841876
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 7}",48d260f98b0d,-0.0039142222663175,0.7610825300216675,186.77427428171416,0.3274945241206732,7,0.0,0.0315570831298828,,-0.010778850047085415,0.0036561032347232807,0.0036561032347232803
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 10}",1134a806601d,-0.004997564698947,0.6184676885604858,138.15129836699282,0.3001054734528671,10,0.0,0.0276122093200683,,-0.00449434038444439,0.005676569725274825,0.005676569725274825
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 15}",0069693e350e,0.0043436305753802,0.5450127124786377,144.78608124651657,0.598082065407948,15,0.0,0.031851053237915,,0.045898085826118526,0.016709984265726983,0.016709984265726986
openml_1050,AgglomerativeClustering,"{""linkage"": ""average"", ""n_clusters"": 20}",2fa0af8799c8,0.0038235272852065,0.4308286607265472,113.3820005453744,0.5630597611321635,20,0.0,0.0305907726287841,,0.04529564185090276,0.01955620090228155,0.019556200902281547
openml_1063,KMeans,"{""n_clusters"": 2, ""n_init"": 10}",76c89cda5ca5,0.0404112059474354,0.9071620106697084,469.00550192758294,0.5471876970636587,2,0.0,0.2083780765533447,0.9997440763852562,0.04358600168570417,0.044404729245626086,0.04440472924562608
openml_1063,KMeans,"{""n_clusters"": 3, ""n_init"": 10}",23861655ac34,0.1962151148854168,0.5226364135742188,483.0335078061112,0.8045469561492915,3,0.0,0.108558177947998,0.9692635310118576,0.3502815173700551,0.19931582910527568,0.19931582910527565
openml_1063,KMeans,"{""n_clusters"": 5, ""n_init"": 10}",a042255d7a7d,0.1619052943055305,0.4327218532562256,713.0265325337812,0.7206462222171196,5,0.0,0.3869318962097168,0.9221975886838476,0.20161329232437128,0.16647509660068563,0.16647509660068563
openml_1063,KMeans,"{""n_clusters"": 7, ""n_init"": 10}",47980bf71ea8,0.1423098134453801,0.4107374250888824,711.9515887788862,0.8467125010528561,7,0.0,0.1629130840301513,0.9341589854369924,0.1303410559258549,0.14776160484616363,0.1477616048461636
openml_1063,KMeans,"{""n_clusters"": 10, ""n_init"": 10}",79d9b0fb5f02,0.1314369360766868,0.388095498085022,637.305156725917,0.8424645847027552,10,0.0,0.1383600234985351,,0.10819201128765236,0.13913770164390243,0.1391377016439024
openml_1063,KMeans,"{""n_clusters"": 15, ""n_init"": 10}",e511e76239fe,0.1128539455229081,0.3793261349201202,583.6826885159824,0.7331960306024484,15,0.0,0.0957598686218261,,0.1007814709926227,0.1239757283150016,0.12397572831500162
openml_1063,KMeans,"{""n_clusters"": 20, ""n_init"": 10}",7741c3e44852,0.1010955712530887,0.3926019072532654,576.836813653505,0.8184419171336481,20,0.0,0.5471141338348389,,0.08470035905648828,0.1148087478641119,0.11480874786411188
openml_1063,KMeans,"{""n_clusters"": 30, ""n_init"": 10}",b2d6bf5f391d,0.0934008290922661,0.3637331426143646,532.9483543494189,0.9170220039315556,30,0.0,0.1401920318603515,,0.06339525762008066,0.11124489208724954,0.11124489208724953
openml_1063,GaussianMixture,"{""covariance_type"": ""full"", ""n_components"": 2}",3964e1ccb548,0.0079728307385502,0.9456998705863952,374.304329787773,0.0364356958297806,2,0.0,0.0082433223724365,0.9999998205984204,0.010984047608653732,0.011679318046794342,0.011679318046794342
openml_1063,GaussianMixture,"{""covariance_type"": ""full"", ""n_components"": 3}",4c077151b389,0.196288386624729,0.4612447321414947,416.6800141274784,0.6871084209131011,3,0.0,0.0210461616516113,0.884734271425546,0.30960891635137594,0.19902045843751603,0.19902045843751603
openml_1063,GaussianMixture,"{""covariance_type"": ""full"", ""n_components"": 10}",8eecd2798818,0.1252920829796803,0.335175096988678,612.0068068814518,0.8809013390201399,10,0.0,0.021554946899414,,0.11094888245634979,0.13278243838684764,0.13278243838684764
openml_1063,GaussianMixture,"{""covariance_type"": ""full"", ""n_components"": 15}",4d9c9acccd21,0.1009722861630356,0.3170068264007568,556.5046012268309,1.0270744096825897,15,0.0,0.0577847957611084,,0.06762451740785755,0.11089029382526412,0.11089029382526412
openml_1063,GaussianMixture,"{""covariance_type"": ""full"", ""n_components"": 20}",9381fbddb6c5,0.0953301386398314,0.3601456582546234,564.2347020401348,0.9006188040868335,20,0.0,0.0900437831878662,,0.07003652270429514,0.10813590009744609,0.10813590009744609
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 2}",8ec393598948,0.0079728307385502,0.9456998705863952,374.304329787773,0.0364356958297806,2,0.0,0.0100159645080566,0.999999820593566,0.010984047608653732,0.011679318046794342,0.011679318046794342
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 3}",77e145ffcc55,0.1353244234321496,0.4034887552261352,385.51646290996,0.6585597808432321,3,0.0,0.010725975036621,0.8647455638168098,0.13378297830693953,0.13809425641995932,0.13809425641995934
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 5}",632568e85407,0.1579719165646837,0.3047224581241607,392.62877188767,0.8459585170719613,5,0.0,0.0113070011138916,0.9221502877720824,0.1478678607932166,0.16162848986434214,0.16162848986434214
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 7}",fa9612cfa871,0.1386228816355642,0.2537935674190521,581.2399313754079,1.0039274342931437,7,0.0,0.0189418792724609,0.911387726408764,0.14384379300970765,0.14375525408470952,0.1437552540847095
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 10}",3d72e70b09e3,0.1232435689137492,0.246807724237442,529.3483396345246,1.0050905176629303,10,0.0,0.0093612670898437,,0.14157077873592677,0.1307538575546464,0.1307538575546464
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 15}",45c510f16843,0.1100456399769271,0.2392935305833816,486.0878180926231,1.125561371827832,15,0.0,0.0243170261383056,,0.07037600642679617,0.11980116416876345,0.11980116416876345
openml_1063,GaussianMixture,"{""covariance_type"": ""diag"", ""n_components"": 20}",27a2752a569f,0.1002710500602623,0.2721967399120331,425.45003732959094,1.3023297573334198,20,0.0,0.0262200832366943,,0.06483423011553299,0.11233819388299905,0.11233819388299905
